folder,video_file,video_path,caption
8 Particle Board,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/8 Particle Board/btf_sequence.mp4,"The video clip features a close-up view of a textured surface that appears to be a piece of wood or a wooden composite material. The surface is composed of numerous thin, elongated pieces of wood or wood-like material, arranged in a crisscross pattern. The pieces are of varying lengths and orientations, creating a complex and intricate design. The texture appears rough and uneven, with visible grain patterns and small imperfections. The overall appearance gives the impression of a rustic or"
1545 Furniture Plastic Melamine,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1545 Furniture Plastic Melamine/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface, likely a table or a floor, with a smooth and polished finish. The surface appears to be clean and well-maintained, with no visible scratches or imperfections. The overall atmosphere of the clip is calm and serene, with the focus solely on the wooden surface."
1898 Wood Planks Old Beat,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1898 Wood Planks Old Beat/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface. The surface is smooth, with some minor imperfections such as small scratches and a few cracks. The camera remains stationary throughout the clip, providing a consistent view of the wooden surface. The overall scene is simple and focused on the details of the wood."
Fabric 0026,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Fabric 0026/btf_sequence.mp4,"The video begins with a close-up of a purple object, which appears to be a textured surface. The texture is intricate and detailed, with a series of small, raised bumps or ridges that create a sense of depth and dimension. The color is a rich, vibrant purple, which gives the object a striking appearance. The camera then zooms out, revealing that the object is a piece of fabric or a textile material. The fabric is tightly woven, with a consistent pattern of interlocking threads. The texture remains consistent throughout the"
1127 Chainmail,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1127 Chainmail/btf_sequence.mp4,"The video clip features a mesmerizing pattern of interlocking circles that create a sense of movement and depth. The circles are arranged in a spiral-like formation, with each subsequent circle slightly larger than the one before it, creating a visually appealing gradient effect. The color palette is primarily composed of muted, earthy tones, with shades of brown, beige, and gray dominating the scene. The background is a solid, neutral gray, which helps to accentuate the intricate details of the pattern. The overall effect is one of harmony and balance, with the circles seamlessly blending into each other, creating a continuous, almost hypnotic flow. The video is"
2050 Fan Pavement,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/2050 Fan Pavement/btf_sequence.mp4,"The video clip showcases a close-up view of a patterned floor made of small, square, gray and white tiles arranged in a circular design. The tiles are neatly aligned, creating a symmetrical and geometric pattern. The gray tiles dominate the majority of the floor, while the white tiles form a contrasting circular motif in the center. The circular design is accentuated by a white border that encircles the entire pattern, adding a sense of balance and harmony to the overall composition. The floor appears to be clean and well-maintained, with no visible debris or damage."
Cobblestone Large 01,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Cobblestone Large 01/btf_sequence.mp4,"The video clip depicts a close-up view of a cobblestone surface. The surface appears to be slightly worn, indicating it has been used for some time. Interspersed among the cobblestones are small patches of green grass and weeds, suggesting that the area is not regularly maintained. The camera remains stationary throughout the clip, providing a consistent view of the cobblestone surface. The overall scene conveys a sense of an aged, outdoor environment."
1005 Marble Stone,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1005 Marble Stone/btf_sequence.mp4,"The video clip depicts a series of abstract shapes and patterns that appear to be moving and transforming. The background is a gradient of dark gray to black, creating a sense of depth and contrast. The shapes are primarily in shades of gray, with occasional splashes of purple and white. These shapes seem to be organic in nature, resembling leaves or petals, and are scattered across the frame. The movement of the shapes is fluid and dynamic, with some appearing to grow and expand, while others seem to shrink and fade."
Plastic 011,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Plastic 011/btf_sequence.mp4,"The video clip features a close-up view of a textured, metallic surface. The surface appears to be made of stainless steel or a similar material, characterized by its reflective properties and slight variations in color. The texture is rough and uneven, with visible scratches and marks that suggest wear or usage over time."
1957 Rock Wall Mossy Yet,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1957 Rock Wall Mossy Yet/btf_sequence.mp4,"The video clip features a close-up view of a textured surface that appears to be a piece of fabric or a similar material. The texture is intricate and detailed, with a pattern that resembles a combination of natural and abstract elements. The texture consists of small, irregularly shaped patterns that give the surface a somewhat organic feel. There are also some darker streaks or lines that run through the material, adding depth and contrast to the overall appearance. The material appears to be flexible"
1372 Camouflage 001,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1372 Camouflage 001/btf_sequence.mp4,"The video clip features a close-up view of a white, textured surface that appears to be a piece of fabric or paper. The surface is predominantly white, with subtle variations in shading and texture that give it a slightly crinkled or wrinkled appearance. The overall composition is simple and minimalistic, with the white surface being the sole focus of the frame. The texture of the material is somewhat rough, with visible fibers and a slightly uneven surface. The background is blurred, ensuring that the viewer's attention remains on the white surface. The video does"
148 Fabric Suit Vintage,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/148 Fabric Suit Vintage/btf_sequence.mp4,"The video clip features a close-up view of a piece of fabric, specifically a piece of denim material. The fabric is predominantly dark in color, likely black or very dark blue, and has a textured, woven appearance typical of denim. The texture is characterized by the interlacing of threads, creating a grid-like pattern that is characteristic of denim fabric. The fabric appears to be slightly worn or distressed, as there are several areas where the threads are frayed or missing. These areas are irregular in shape and size, with some appearing as small holes or tears, while others are more extensive. The frayed areas are scattered across the fabric"
Leather 029,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Leather 029/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, which appears to be a piece of leather or a similar material. The texture is characterized by a series of fine, evenly distributed wrinkles and creases that give it a natural, organic look. The overall composition of the clip is simple and focused, with no additional objects or elements present in the frame. The camera remains stationary throughout the clip, providing a consistent"
1167 Wood Planks Aged,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1167 Wood Planks Aged/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a piece of wood or a wooden panel. The surface is characterized by a series of diagonal lines and grooves, creating a pattern that resembles wood grain. The texture appears rough and uneven, with some areas showing signs of wear or damage, such as small cracks or scratches. The color of the surface is a muted, earthy tone, ranging from shades of brown to gray, giving it a natural and organic appearance. The video does"
Paper 0018,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paper 0018/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a piece of fabric or a wall. The texture appears to be somewhat rough or coarse, with visible lines or fibers running vertically across the surface. The overall composition is simple and minimalistic, focusing solely on the texture and color of the surface. The video does not include any additional objects, actions, or movements, allowing the viewer to concentrate on the details of the"
Roof Tile 5,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Roof Tile 5/btf_sequence.mp4,"The video clip features a close-up view of a tiled surface, likely a wall or ceiling. The tiles are rectangular and uniformly arranged in a grid pattern. The tiles are evenly spaced, and the grout lines between them are visible, adding to the structured appearance of the surface. The camera angle changes slightly, providing a slightly different perspective of the tiled surface, but the overall composition remains consistent. There are no other objects or elements visible in the frame, making the"
Leather 024,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Leather 024/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, which appears to be a piece of fabric or a similar material. The surface is predominantly a warm, reddish-brown color, with a slightly rough and uneven texture. The texture consists of small, irregular bumps and indentations that create a somewhat granular appearance. The overall effect is a detailed and tactile representation of the material, emphasizing its texture and color."
1647 Coconut Palm Tree V3,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1647 Coconut Palm Tree V3/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of fabric. The texture appears to be made up of horizontal lines or ridges, creating a pattern that repeats across the surface. The lines are evenly spaced and have a consistent width, giving the surface a uniform appearance. The color of the surface is a dark gray or black, which contrasts with the lighter background. The overall scene is static, with no movement or action taking place. The focus is solely on the texture and pattern of the surface,"
1199 Ceramic Tile,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1199 Ceramic Tile/btf_sequence.mp4,"The video clip features a close-up view of a tiled surface, likely a wall or floor, composed of small, square tiles. The tiles are predominantly white, arranged in a grid pattern. Interspersed among the white tiles are darker, irregularly shaped tiles, which appear to be made of a different material, possibly a type of stone or ceramic. The darker tiles are scattered randomly across the surface, creating a visually interesting contrast with the white tiles. The overall appearance of the surface is clean and well-maintained, suggesting it is part of a modern or contemporary interior design."
Pbr Bark Texture 14,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Pbr Bark Texture 14/btf_sequence.mp4,"The video clip showcases a close-up view of a tree bark. The surface is marked by numerous vertical ridges and grooves, creating a pattern that is both intricate and visually engaging. The bark appears to be weathered, with some areas showing signs of wear and tear, such as small cracks and patches of discoloration. The overall appearance of the bark suggests that it belongs to a mature tree, possibly one that has been exposed to various environmental conditions over time. The video captures the natural beauty and complexity of the tree bark, highlighting its texture and"
Wood Table 001,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Wood Table 001/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface, likely a door or a panel, with a distinct vertical grain pattern. The wood appears to be of a medium to dark brown color, with lighter streaks running through it, creating a natural and textured appearance. The overall scene is static, with no movement or action taking place."
LeatherStitch 090,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/LeatherStitch 090/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, which appears to be a piece of fabric or a similar material. The texture of the surface is intricate, with fine, vertical lines or ridges running parallel to each other. These lines create a sense of depth and dimension, adding to the overall visual interest of the scene. The background is blurred, ensuring that the focus remains solely on"
Tiles 0118,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Tiles 0118/btf_sequence.mp4,"The video clip features a close-up view of a patterned surface, likely a floor or wall, composed of numerous small, irregularly shaped tiles. The tiles are arranged in a grid-like pattern, creating a repetitive and geometric design. The overall color palette is monochromatic, with shades of gray and white dominating the scene. The tiles have a slightly textured appearance, giving the surface a tactile quality. The pattern is consistent throughout the frame, with no visible interruptions or variations in the design. The video maintains a steady focus on the pattern,"
Metal 0076,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Metal 0076/btf_sequence.mp4,"The video clip features a close-up view of a metallic surface with a hexagonal pattern. The surface is composed of numerous small, regular hexagons arranged in a grid-like formation. Each hexagon is outlined with a thin, dark line, creating a sharp contrast against the lighter metallic background. The hexagons are uniformly spaced, giving the surface a structured and geometric appearance. The overall effect is a visually striking and intricate design that showcases the precision and craftsmanship involved in creating such a pattern."
Camouflage 7,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Camouflage 7/btf_sequence.mp4,"The video clip features a camouflage pattern that is predominantly gray with various shades of gray, white, and black. The pattern consists of irregular shapes and patches that blend together to create a disruptive effect, designed to break up the outline of the wearer, making it difficult for observers to discern the shape or form of the individual. The overall effect is one of stealth and concealment, commonly associated with military or hunting gear."
Paving Stones 083,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paving Stones 083/btf_sequence.mp4,"The video clip depicts a close-up view of a patterned surface, likely a floor or wall, composed of rectangular tiles arranged in a grid-like formation. The tiles are uniformly shaped and appear to be made of a light-colored material, possibly stone or ceramic. The surface is characterized by a series of intersecting lines that create a geometric pattern, with each tile fitting snugly into the spaces between the others. The tiles have a slightly textured appearance, with visible variations in color and texture that add depth and interest to the overall design."
1680 Rocks Dirt Ground,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1680 Rocks Dirt Ground/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a floor or a wall, covered with irregularly shaped, light-colored stones or pebbles embedded in a darker, possibly concrete or plaster base. The stones vary in size and are scattered randomly across the surface. The overall appearance suggests a natural or rustic design, often found in outdoor or industrial settings. The camera remains stationary throughout the clip, providing a consistent view of the textured surface."
Red Brick 03,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Red Brick 03/btf_sequence.mp4,"The video clip features a close-up view of a brick wall. The bricks are arranged in a traditional pattern, with each brick laid horizontally next to the one below it. The bricks are uniformly rectangular in shape and appear to be made of a reddish-brown material, likely clay or a similar substance. The surface of the bricks shows some variation in color, with some areas appearing darker and others lighter, giving the wall a textured appearance. The wall is well-maintained, with no visible cracks or damage."
LeatherStitch 068,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/LeatherStitch 068/btf_sequence.mp4,"The video clip showcases a close-up view of a textured surface, likely a fabric or a material with a quilted pattern. The primary color of the surface is a vibrant shade of blue, which dominates the entire frame. The texture appears to be quilted, with a series of diamond-shaped patterns stitched together. The stitching lines are evenly spaced and create a grid-like structure across the surface. The quilted design gives the material a three-dimensional appearance, with the raised sections of the diamonds adding depth and texture. The"
695 Trunk,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/695 Trunk/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of fabric. The surface is predominantly gray and has a rough, uneven texture. There are visible streaks and lines that run diagonally across the surface, suggesting some form of wear or distress. The overall mood of the clip is somewhat industrial or rustic, evoking a sense of age and durability."
424 Old Wood,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/424 Old Wood/btf_sequence.mp4,"The video clip depicts a close-up view of a rough, textured surface that appears to be a rock or a wall. The surface is predominantly brown and gray, with various shades and patterns that suggest a natural, rugged texture. The surface has a somewhat uneven and irregular appearance, with visible cracks and crevices. The overall scene gives the impression of a natural, outdoor environment, possibly a cliff or a mountain side. The focus is on the texture and details of the surface, highlighting the natural beauty and complexity of the material."
Wood Parquet 70,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Wood Parquet 70/btf_sequence.mp4,"The video clip features a close-up view of a wooden floor with a series of rectangular tiles arranged in a grid pattern. The tiles are uniformly aligned, creating a clean and organized appearance."
Plastic002 006,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Plastic002 006/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of fabric. The surface is predominantly yellow or beige in color, with a rough, uneven texture that appears to be made up of small, raised fibers or threads. The texture is consistent throughout the frame, with no visible patterns or designs. The overall appearance suggests a material that could be used for upholstery, wall covering, or other decorative purposes."
Paving Stones 112,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paving Stones 112/btf_sequence.mp4,"The video clip depicts a close-up view of a tiled floor. The tiles are square and arranged in a grid pattern. The tiles appear to be made of a light-colored material, possibly ceramic or stone, and have a slightly textured surface. The grout lines between the tiles are visible and seem to be a darker color, possibly gray or black. The floor shows signs of wear and age, with some tiles appearing slightly worn or discolored. There are also visible cracks and stains on the tiles, indicating that the floor has been used for a long time."
Ceramic 34,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Ceramic 34/btf_sequence.mp4,"The video clip features a mesmerizing kaleidoscopic effect with a central, symmetrical design. The primary visual element is a circular pattern that appears to be a stylized flower or mandala, with intricate lines and shapes radiating from the center. As the video progresses, the pattern expands outward, creating a series of concentric circles and additional symmetrical designs. The kaleidoscopic effect is achieved through the repetition and rotation of the central pattern, resulting in a visually captivating and hypnotic effect"
2052 Fan Pavement,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/2052 Fan Pavement/btf_sequence.mp4,"The video clip showcases a close-up view of a patterned floor, likely made of cobblestones or tiles. The floor is composed of small, square tiles arranged in a grid-like pattern. The tiles are predominantly white, with some gray or darker gray tiles interspersed throughout. The arrangement of the tiles creates a sense of depth and texture, with the gray tiles adding contrast and visual interest to the overall design. The perspective of the video is from above, allowing for a detailed view of the floor's surface. The camera appears to be stationary, providing a stable and clear view of the pattern."
1251 Metal Base,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1251 Metal Base/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a piece of fabric or a similar material. The surface is predominantly dark, with a series of thin, white, diagonal lines crisscrossing across it. These lines appear to be scratches or marks, creating a sense of depth and movement within the frame. The video has a minimalist aesthetic, focusing on"
1667 Plastic Base,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1667 Plastic Base/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, which appears to be a wall or a similar material. The surface is predominantly pink in color, with a rough, uneven texture that gives it a somewhat granular appearance. The texture is consistent throughout the visible area, with no significant variations in pattern or color. The overall impression is one of a solid, durable surface with a distinctive, tactile quality."
Roof Slates 02,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Roof Slates 02/btf_sequence.mp4,"The video clip features a close-up view of a textured surface composed of small, square tiles arranged in a grid pattern. The tiles appear to be made of a light-colored material, possibly stone or ceramic, and have a smooth, polished finish. The overall color palette is neutral, with shades of beige and white dominating the scene. The tiles are uniformly sized and neatly aligned, creating a consistent and orderly appearance. The camera remains stationary throughout the clip, providing a static view of the surface. The focus is on the intricate details of"
246 Grass Paver,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/246 Grass Paver/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a piece of fabric or a wall. The surface is predominantly green with a rough, uneven texture. The green color appears to be a mix of various shades, creating a mottled effect. The texture is somewhat irregular, with some areas appearing more densely packed with the green substance, while others are more sparse. The overall appearance is somewhat abstract, with no distinct shapes or patterns visible. The video focuses solely on this textured surface"
210 Substance Designer-Banana,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/210 Substance Designer-Banana/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of fabric. The predominant color is a soft, warm yellow, with subtle variations in hue and tone. The texture appears to be rough and uneven, with visible imperfections and speckles scattered across the surface. The overall effect is one of a rustic, natural appearance, evoking a sense of warmth and simplicity."
Ground 019 X Snow 006,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Ground 019 X Snow 006/btf_sequence.mp4,"The video clip depicts a scene filled with a multitude of small, colorful confetti pieces scattered across a white background. The confetti pieces vary in size and shape, with some being round and others more irregular. The colors of the confetti include shades of yellow, green, blue, and red, creating a vibrant and festive atmosphere. The confetti pieces are in motion, either falling or being blown around, giving the impression of a celebration or party."
PaintedPlaster001 021,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/PaintedPlaster001 021/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of fabric. Scattered across this surface are various irregularly shaped patches of a darker color, which appear to be blue or purple. These patches vary in size and are distributed unevenly across the surface. The texture of the surface is rough and uneven, with visible cracks and creases, giving it a somewhat distressed or aged appearance."
Wood Trunk Wall,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Wood Trunk Wall/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface, likely a wall or a fence, composed of vertical wooden planks. The planks are arranged in a straight, parallel fashion, creating a uniform and repetitive pattern. The wood appears to be weathered and aged, with visible signs of wear and tear such as scratches, dents, and discoloration. The color of the wood is a muted brown, with some areas showing a slightly darker hue, possibly due to exposure to sunlight or other environmental factors. The texture of the wood is rough, with visible grain patterns and knots, adding to the rustic and natural appearance of"
Bricks 027 X Concrete 023,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Bricks 027 X Concrete 023/btf_sequence.mp4,"The video clip features a close-up view of a brick wall. The bricks are arranged in a traditional pattern, with alternating rows of bricks in different shades of red and brown. The wall appears to be made of concrete, and the bricks are held together with mortar. The surface of the wall shows some signs of wear and tear, with a few patches of discoloration and small cracks visible. The overall composition of the video focuses on the texture and details of the brick wall, highlighting its rustic and weathered appearance."
Fabric Pattern 07,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Fabric Pattern 07/btf_sequence.mp4,"The video clip features a close-up view of a textured surface. The texture appears to be a series of small, square-shaped patterns arranged in a grid-like formation. The squares are evenly spaced and have a slightly raised, embossed appearance, giving the surface a three-dimensional quality. The overall appearance is clean and orderly, with the repeating pattern creating a sense of rhythm and regularity. The surface could be part of a larger object or structure, but the close-up view does not provide enough context to"
668 Metal Dumpster,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/668 Metal Dumpster/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface. The surface appears to be made of a material with a rough, uneven texture, possibly a type of concrete or plaster. The color of the surface is a muted, earthy tone, with shades of beige and brown. The texture is characterized by small, irregular bumps and ridges, giving it a somewhat granular appearance. The overall scene is static, with no movement or action taking place. The focus is solely on the detailed"
Rust 003,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Rust 003/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a wall or a piece of fabric. The surface is predominantly brown with various shades and patterns. There are streaks and spots of different colors, including yellow and green, scattered across the surface. The texture appears rough and uneven, with some areas looking more worn or damaged than others. The overall appearance suggests an aged or weathered material, possibly due to exposure to the elements or prolonged use."
1972 Rock Wall Mossy Yet,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1972 Rock Wall Mossy Yet/btf_sequence.mp4,"The video clip depicts a close-up view of a textured, crinkled surface that appears to be made of a plastic or synthetic material. The surface is predominantly gray with various shades of brown and beige, creating a mottled pattern. The texture is uneven and wrinkled, with folds and creases that give it a somewhat rough appearance. The video does not show any movement or action, focusing solely on the static,"
1632 Coconut Palm Tree V3,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1632 Coconut Palm Tree V3/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a piece of paper or a similar material. The surface is characterized by a series of horizontal lines or grooves that run parallel to each other. These lines appear to be etched or embossed into the material, creating a repetitive pattern. The lines are of varying thicknesses, with some being more pronounced than others. The overall texture of the surface is rough and uneven, with visible creases and folds that add depth and dimension to the image."
1462 Sand Dunes,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1462 Sand Dunes/btf_sequence.mp4,"The video clip features a close-up view of a textured surface that appears to be a piece of fabric or a similar material. The background is blurred, keeping the focus on the textured surface."
Paving Stones 094 X Grass 003,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paving Stones 094 X Grass 003/btf_sequence.mp4,"The video clip depicts a close-up view of a patterned floor, likely made of tiles or a similar material. The light-colored tiles are rectangular and arranged in a horizontal orientation, while the dark-colored tiles are also rectangular but arranged in a vertical orientation. The tiles are interspersed with patches of green grass or moss, which appear to be growing between the tiles. The grass patches are irregular in shape and size, and some of them are larger than others. The overall scene gives the impression of a garden or outdoor area with a mix of hard and"
Asphalt 013,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Asphalt 013/btf_sequence.mp4,"The video clip features a close-up view of a textured surface. The primary color of the surface is a muted, neutral gray, with subtle variations in shading that give it a three-dimensional appearance. Scattered across the surface are small, irregularly shaped red markings. These markings are distributed unevenly, with some areas having more concentrated clusters of red than others. The overall effect is a contrast between the smooth, gray background and the rough, reddish elements. The video does not show any movement or action, focusing solely on the static display of the"
865 Cinder Block - Cmu,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/865 Cinder Block - Cmu/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of fabric. The texture appears to be composed of small, raised, and irregularly shaped elements that create a rough and uneven appearance. The overall composition is simple, focusing solely on the texture without any additional objects or elements in the frame. The video does not include any movement or action, allowing the viewer to fully appreciate the intricate details"
Painted Metal 003,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Painted Metal 003/btf_sequence.mp4,"The video clip features a dynamic and abstract visual composition. The background is a textured, grungy surface with a mix of blue and white hues, creating a sense of depth and movement. The texture appears rough and uneven, with visible cracks and imperfections that add to the overall chaotic feel of the scene. In the foreground, there are multiple elements that contribute to the visual complexity. A series of black and white geometric shapes, including squares and triangles, are scattered across the frame. These shapes are arranged in a seemingly random pattern, creating a sense of disarray and randomness. The shapes vary in size and orientation, adding to the overall"
Snow White Tiles 02,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Snow White Tiles 02/btf_sequence.mp4,"The video clip features a close-up view of a white tiled surface, likely a wall or ceiling. The tiles are arranged in a grid pattern, with each tile being square-shaped and uniformly spaced. The camera angle is slightly tilted, providing a slightly angled view of the tiles. The overall scene is minimalistic and monochromatic, with the white tiles being the primary focus. The video has a static nature, with no"
Fabric 65 0,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Fabric 65 0/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, which appears to be a piece of fabric or a similar material. The texture is intricate and consists of small, repeating patterns that create a sense of depth and complexity. The patterns on the surface are composed of interlocking shapes that resemble small, interconnected loops or knots, giving the material a somewhat organic and natural look. The overall effect is one"
Gravel 024 X Grass 004,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Gravel 024 X Grass 004/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a floor or wall, with a distinctive pattern. These particles are distributed unevenly across the surface, creating a speckled appearance."
Wood 085 B (Used),btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Wood 085 B (Used)/btf_sequence.mp4,"The video clip features a close-up view of a wooden floor. The floor is made up of light-colored wooden planks arranged in a straight, horizontal pattern. The wood has a smooth finish, and the planks are evenly spaced. The overall scene is simple and minimalistic, focusing solely on the wooden floor."
Asphalt 026 C,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Asphalt 026 C/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a piece of fabric or a wall. The texture appears to be rough and uneven, with visible creases and folds. The color of the surface is a muted, neutral tone, possibly gray or beige. The overall appearance suggests a tactile, almost tactile experience, inviting the viewer to imagine the feel of the material. The focus remains on the surface, with no other objects or actions present in the frame."
